"Normalized-positional-residue-frequency-at-helix-termini-C""'",0.6387204777848158
Frequency-of-the-2nd-residue-in-turn,0.6379302023949567
Relative-population-of-conformational-state-C,0.6371519922782252
Weights-for-coil-at-the-window-position-of-4,0.6356166862727355
Weights-for-alpha-helix-at-the-window-position-of-4,0.6348294272011582
Average-relative-fractional-occurrence-in-EL,0.6348203782463125
Normalized-positional-residue-frequency-at-helix-termini-C4,0.6348022803366211
Weights-for-alpha-helix-at-the-window-position-of--6,0.6340029559919163
Delta-G-values-for-the-peptides-extrapolated-to-0-M-urea,0.6332699906494133
Normalized-relative-frequency-of-bend-R,0.6317196030525141
Free-energy-in-beta-strand-region,0.6317135704159503
Aperiodic-indices-for-beta-proteins,0.6309202787078092
Weights-for-alpha-helix-at-the-window-position-of-3,0.6293819563840376
Normalized-relative-frequency-of-helix-end,0.628606762585588
Helix-coil-equilibrium-constant,0.6285977136307423
Normalized-positional-residue-frequency-at-helix-termini-N4,0.6285916809941785
Normalized-positional-residue-frequency-at-helix-termini-N3,0.6285856483576147
Normalized-frequency-of-alpha-region,0.6278225198322926
Normalized-frequency-of-chain-reversal-R,0.627050342352125
Weights-for-coil-at-the-window-position-of-1,0.6262660995988296
Weights-for-coil-at-the-window-position-of-3,0.6254878894820981
Free-energy-in-alpha-helical-conformation,0.6254758242089705
Linker-propensity-index,0.6247398425481856
Information-measure-for-C-terminal-helix,0.6247338099116219
Weights-for-beta-sheet-at-the-window-position-of-3,0.6247006304105209
Normalized-positional-residue-frequency-at-helix-termini-N4',0.6246915814556753
Weights-for-alpha-helix-at-the-window-position-of-2,0.6239465508400446
Optical-rotation,0.6231472264953398
Helix-formation-parameters,0.6224021958797092
Alpha-helix-propensity-of-position-44-in-T4-lysozyme,0.6223871142882997
Composition,0.6223810816517359
Information-measure-for-middle-helix,0.622378065333454
Free-energy-in-beta-strand-region,0.6223690163786083
pK-N,0.6216239857629777
Information-measure-for-N-terminal-helix,0.62161192048985
Normalized-positional-residue-frequency-at-helix-termini-C4',0.6215938225801587
Weights-for-beta-sheet-at-the-window-position-of-0,0.6208216450999909
Average-relative-fractional-occurrence-in-ER,0.6200826471209242
Normalized-frequency-of-N-terminal-helix,0.620055500256387
Weights-for-coil-at-the-window-position-of-2,0.6200494676198233
Normalized-frequency-of-the-2nd-and-3rd-residues-in-turn,0.6200494676198233
Principal-component-IV,0.620025337073568
Normalized-frequency-of-alpha-helix-from-CF,0.620025337073568
Weights-for-coil-at-the-window-position-of--2,0.6200193044370043
Beta-strand-indices-for-beta-proteins,0.6192742738213737
Helix-termination-parameter-at-posision-j+1,0.6192742738213737
noname,0.6192712575030918
Average-relative-probability-of-inner-helix,0.6192531595934003
Normalized-relative-frequency-of-alpha-helix,0.6192380780019908
Linker-propensity-from-long-dataset,0.6185081289777697
Weights-for-coil-at-the-window-position-of-0,0.6184960637046422
pK-a,0.6184930473863602
Weights-for-beta-sheet-at-the-window-position-of--1,0.6177088046330649
Normalized-positional-residue-frequency-at-helix-termini-C5,0.617705788314783
Dependence-of-partition-coefficient-on-ionic-strength,0.6169456761077429
Conformational-preference-for-antiparallel-beta-strands,0.6169336108346153
Free-energy-in-alpha-helical-region,0.6161554007178838
Normalized-frequency-of-beta-sheet-in-alpha+beta-class,0.6161554007178838
Relative-preference-value-at-Mid,0.6161493680813199
Normalized-positional-residue-frequency-at-helix-termini-C2,0.6153892558742798
Weights-for-beta-sheet-at-the-window-position-of--2,0.6153802069194342
"Hydrophobicity-coefficient-in-RP-HPLC,-C4-with-0.1%TFA/MeCN/H2O",0.6153771906011523
Weights-for-alpha-helix-at-the-window-position-of-1,0.6146170783941122
Aperiodic-indices-for-alpha/beta-proteins,0.6146140620758302
Relative-preference-value-at-C5,0.6146080294392664
Linker-propensity-from-1-linker-dataset,0.6138509335505082
Principal-component-III,0.6138298193225349
Weights-for-beta-sheet-at-the-window-position-of-1,0.6138268030042531
Flexibility-parameter-for-two-rigid-neighbors,0.6138237866859712
Linker-index,0.6130787560703406
Weights-for-alpha-helix-at-the-window-position-of-0,0.6130576418423672
noname,0.6130365276143939
Normalized-positional-residue-frequency-at-helix-termini-C3,0.6123065785901728
Information-measure-for-extended-without-H-bond,0.6122824480439176
Linker-propensity-from-non-helical,0.6115163032003137
Normalized-frequency-of-N-terminal-non-helical-region,0.6114982052906223
Value-of-theta,0.6107380930835822
Linker-propensity-from-all-dataset,0.6107350767653003
Normalized-frequency-of-C-terminal-helix,0.6107350767653003
Relative-population-of-conformational-state-A,0.6107290441287365
"Normalized-frequency-of-reverse-turn,-with-weights",0.6099448013754412
Average-relative-probability-of-helix,0.6099236871474678
Weights-for-coil-at-the-window-position-of--3,0.6099206708291859
Normalized-positional-residue-frequency-at-helix-termini-C1,0.6099116218743401
Linker-propensity-from-medium-dataset,0.609187705486683
Relative-preference-value-at-N1,0.6091846891684011
"Normalized-frequency-of-reverse-turn,-unweighted",0.6091696075769916
Relative-frequency-in-reverse-turn,0.6091665912587096
Free-energy-in-beta-strand-conformation,0.6091665912587096
Aperiodic-indices,0.6091515096673001
"Helix-initiation-parameter-at-posision-i,i+1,i+2",0.6084155280065152
Zimm-Bragg-parameter-s-at-20-C,0.6084125116882333
Normalized-positional-residue-frequency-at-helix-termini-N',0.608394413778542
"Normalized-positional-residue-frequency-at-helix-termini-N""'",0.60839139746026
noname,0.60763128525322
The-Chou-Fasman-parameter-of-the-coil-conformation,0.6076222362983742
noname,0.6076131873435285
noname,0.6076131873435285
Relative-preference-value-at-C',0.6068470424999246
noname,0.6068440261816427
Composition-of-amino-acids-in-nuclear-proteins,0.6068410098633608
Retention-coefficient-in-HFBA,0.6068410098633608
Free-energies-of-transfer-of-AcWl-X-LL-peptides-from-bilayer-interface-to,0.6068410098633608
"Helix-termination-parameter-at-posision-j-2,j-1,j",0.6068410098633608
Average-relative-fractional-occurrence-in-AR,0.6068198956353875
Conformational-parameter-of-inner-helix,0.6060808976563207
Relative-preference-value-at-N5,0.6060658160649112
Free-energy-change-of-alpha,0.6060658160649112
Retention-coefficient-in-NaClO4,0.6060627997466292
Frequency-of-occurrence-in-beta-bends,0.6060627997466292
Side-chain-torsion-angle-phi,0.6060627997466292
Radius-of-gyration-of-side-chain,0.6060627997466292
Average-reduced-distance-for-C-alpha,0.6060627997466292
van-der-Waals-parameter-R0,0.6060627997466292
van-der-Waals-parameter-epsilon,0.6060627997466292
"Normalized-frequency-of-beta-sheet,-with-weights",0.6060627997466292
Hydrophobicity-index,0.6060627997466292
Hydrophobicity-index,0.6060627997466292
Conformational-preference-for-all-beta-strands,0.6060627997466292
Conformational-preference-for-parallel-beta-strands,0.6060627997466292
Side-chain-angle-theta,0.6060627997466292
Average-surrounding-hydrophobicity,0.6060627997466292
Retention-coefficient-in-NaH2PO4,0.6060627997466292
Normalized-frequency-of-left-handed-alpha-helix,0.6060627997466292
Normalized-frequency-of-zeta-L,0.6060627997466292
Optimized-relative-partition-energies---method-C,0.6060627997466292
Refractivity,0.6060627997466292
"Retention-coefficient-in-HPLC,-pH7.4",0.6060627997466292
"Retention-coefficient-in-HPLC,-pH2.1",0.6060627997466292
Optimized-relative-partition-energies---method-D,0.6060627997466292
Hydrophobic-parameter,0.6060627997466292
Distance-between-C-alpha-and-centroid-of-side-chain,0.6060627997466292
Average-side-chain-orientation-angle,0.6060627997466292
Percentage-of-buried-residues,0.6060627997466292
Percentage-of-exposed-residues,0.6060627997466292
Ratio-of-buried-and-accessible-molar-fractions,0.6060627997466292
Transfer-free-energy,0.6060627997466292
Hydrophobicity,0.6060627997466292
pK,0.6060627997466292
Relative-frequency-of-occurrence,0.6060627997466292
Relative-mutability,0.6060627997466292
Amino-acid-distribution,0.6060627997466292
Sequence-frequency,0.6060627997466292
noname,0.6060627997466292
Average-relative-probability-of-beta-sheet,0.6060627997466292
noname,0.6060627997466292
Average-relative-probability-of-inner-beta-sheet,0.6060627997466292
Flexibility-parameter-for-no-rigid-neighbors,0.6060627997466292
noname,0.6060627997466292
The-Kerr-constant-increments,0.6060627997466292
Side-chain-interaction-parameter,0.6060627997466292
Side-chain-interaction-parameter,0.6060627997466292
Side-chain-volume,0.6060627997466292
Hydropathy-index,0.6060627997466292
Average-reduced-distance-for-side-chain,0.6060627997466292
Normalized-frequency-of-bata-structure,0.6060627997466292
Effective-partition-energy,0.6060627997466292
Normalized-relative-frequency-of-coil,0.6060627997466292
Short-and-medium-range-non-bonded-energy-per-residue,0.6060627997466292
Optimized-beta-structure-coil-equilibrium-constant,0.6060627997466292
Optimized-transfer-energy-parameter,0.6060627997466292
Optimized-average-non-bonded-energy-per-atom,0.6060627997466292
Optimized-side-chain-interaction-parameter,0.6060627997466292
Optimized-relative-partition-energies---method-B,0.6060627997466292
Normalized-frequency-of-beta-sheet-from-CF,0.6060627997466292
Normalized-frequency-of-turn-from-LG,0.6060627997466292
Normalized-frequency-of-alpha-helix-in-all-alpha-class,0.6060627997466292
Composition-of-amino-acids-in-intracellular-proteins,0.6060627997466292
Normalized-frequency-of-beta-sheet-in-all-beta-class,0.6060627997466292
Optimized-relative-partition-energies---method-A,0.6060627997466292
Normalized-frequency-of-beta-sheet-in-alpha/beta-class,0.6060627997466292
Normalized-frequency-of-turn-in-all-alpha-class,0.6060627997466292
Normalized-frequency-of-turn-in-all-beta-class,0.6060627997466292
Normalized-frequency-of-turn-in-alpha+beta-class,0.6060627997466292
HPLC-parameter,0.6060627997466292
Partition-coefficient,0.6060627997466292
Surrounding-hydrophobicity-in-folded-form,0.6060627997466292
Average-gain-in-surrounding-hydrophobicity,0.6060627997466292
Average-gain-ratio-in-surrounding-hydrophobicity,0.6060627997466292
Surrounding-hydrophobicity-in-alpha-helix,0.6060627997466292
Surrounding-hydrophobicity-in-beta-sheet,0.6060627997466292
Average-non-bonded-energy-per-residue,0.6060627997466292
Long-range-non-bonded-energy-per-atom,0.6060627997466292
Short-and-medium-range-non-bonded-energy-per-atom,0.6060627997466292
Transmembrane-regions-of-mt-proteins,0.6060627997466292
AA-composition-of-total-proteins,0.6060627997466292
SD-of-AA-composition-of-total-proteins,0.6060627997466292
AA-composition-of-mt-proteins,0.6060627997466292
Normalized-composition-of-mt-proteins,0.6060627997466292
AA-composition-of-mt-proteins-from-animal,0.6060627997466292
Normalized-composition-from-animal,0.6060627997466292
AA-composition-of-mt-proteins-from-fungi-and-plant,0.6060627997466292
Normalized-composition-from-fungi-and-plant,0.6060627997466292
AA-composition-of-membrane-proteins,0.6060627997466292
Transmembrane-regions-of-non-mt-proteins,0.6060627997466292
Ratio-of-average-and-computed-composition,0.6060627997466292
Average-non-bonded-energy-per-atom,0.6060627997466292
AA-composition-of-CYT-of-single-spanning-proteins,0.6060627997466292
AA-composition-of-CYT2-of-single-spanning-proteins,0.6060627997466292
AA-composition-of-EXT2-of-single-spanning-proteins,0.6060627997466292
AA-composition-of-MEM-of-single-spanning-proteins,0.6060627997466292
AA-composition-of-CYT-of-multi-spanning-proteins,0.6060627997466292
AA-composition-of-EXT-of-multi-spanning-proteins,0.6060627997466292
AA-composition-of-MEM-of-multi-spanning-proteins,0.6060627997466292
8-A-contact-number,0.6060627997466292
14-A-contact-number,0.6060627997466292
"Transfer-energy,-organic-solvent/water",0.6060627997466292
Average-accessible-surface-area,0.6060627997466292
Normalized-relative-frequency-of-bend-S,0.6060627997466292
Normalized-relative-frequency-of-double-bend,0.6060627997466292
Normalized-frequency-of-C-terminal-non-beta-region,0.6060627997466292
Proportion-of-residues-100%-buried,0.6060627997466292
Normalized-frequency-of-beta-turn,0.6060627997466292
Normalized-frequency-of-beta-sheet,0.6060627997466292
Normalized-frequency-of-beta-turn,0.6060627997466292
noname,0.6060627997466292
noname,0.6060627997466292
noname,0.6060627997466292
Normalized-frequency-of-C-terminal-non-helical-region,0.6060627997466292
Normalized-frequency-of-N-terminal-beta-sheet,0.6060627997466292
Normalized-frequency-of-C-terminal-beta-sheet,0.6060627997466292
noname,0.6060627997466292
Residue-accessible-surface-area-in-folded-protein,0.6060627997466292
Frequency-of-the-3rd-residue-in-turn,0.6060627997466292
Frequency-of-the-4th-residue-in-turn,0.6060627997466292
noname,0.6060627997466292
Normalized-hydrophobicity-scales-for-alpha-proteins,0.6060627997466292
Normalized-hydrophobicity-scales-for-beta-proteins,0.6060627997466292
Normalized-hydrophobicity-scales-for-alpha+beta-proteins,0.6060627997466292
Normalized-hydrophobicity-scales-for-alpha/beta-proteins,0.6060627997466292
Normalized-average-hydrophobicity-scales,0.6060627997466292
Partial-specific-volume,0.6060627997466292
Normalized-frequency-of-beta-sheet,0.6060627997466292
Proportion-of-residues-95%-buried,0.6060627997466292
Residue-accessible-surface-area-in-tripeptide,0.6060627997466292
Amino-acid-composition,0.6060627997466292
Transfer-free-energy-to-surface,0.6060627997466292
Hydrophobicity-index,0.6060627997466292
Signal-sequence-helical-potential,0.6060627997466292
Membrane-buried-preference-parameters,0.6060627997466292
Conformational-parameter-of-beta-structure,0.6060627997466292
Conformational-parameter-of-beta-turn,0.6060627997466292
Average-flexibility-indices,0.6060627997466292
Residue-volume,0.6060627997466292
Information-value-for-accessibility;-average-fraction-35%,0.6060627997466292
Information-value-for-accessibility;-average-fraction-23%,0.6060627997466292
Retention-coefficient-in-TFA,0.6060627997466292
Apparent-partial-specific-volume,0.6060627997466292
Average-volume-of-buried-residue,0.6060627997466292
alpha-CH-chemical-shifts,0.6060627997466292
Steric-parameter,0.6060627997466292
Polarizability-parameter,0.6060627997466292
noname,0.6060627997466292
A-parameter-defined-from-the-residuals-obtained-from-the-best-correlation-of,0.6060627997466292
The-number-of-atoms-in-the-side-chain-labelled-1+1,0.6060627997466292
The-number-of-atoms-in-the-side-chain-labelled-2+1,0.6060627997466292
The-number-of-atoms-in-the-side-chain-labelled-3+1,0.6060627997466292
The-number-of-bonds-in-the-longest-chain,0.6060627997466292
A-parameter-of-charge-transfer-donor-capability,0.6060627997466292
Size,0.6060627997466292
Relative-mutability,0.6060627997466292
noname,0.6060627997466292
Polarity,0.6060627997466292
Alpha-helix-indices-for-alpha-proteins,0.6060627997466292
noname,0.6060627997466292
Beta-strand-indices-for-alpha/beta-proteins,0.6060627997466292
noname,0.6060627997466292
Aperiodic-indices-for-alpha-proteins,0.6060627997466292
noname,0.6060627997466292
noname,0.6060627997466292
Hydrophobicity-factor,0.6060627997466292
Residue-volume,0.6060627997466292
noname,0.6060627997466292
Volume,0.6060627997466292
noname,0.6060627997466292
Partition-energy,0.6060627997466292
Hydration-number,0.6060627997466292
Hydrophilicity-value,0.6060627997466292
Heat-capacity,0.6060627997466292
Absolute-entropy,0.6060627997466292
Entropy-of-formation,0.6060627997466292
noname,0.6060627997466292
Normalized-relative-frequency-of-bend,0.6060627997466292
noname,0.6060627997466292
Accessibility-reduction-ratio,0.6060627997466292
Partition-coefficient,0.6060627997466292
noname,0.6060627997466292
Membrane-preference-for-cytochrome-b:-MPH89,0.6060627997466292
Hydrophobic-parameter-pi,0.6060627997466292
Average-membrane-preference:-AMP07,0.6060627997466292
Consensus-normalized-hydrophobicity-scale,0.6060627997466292
